,target,id,text
0,CSCO,1452676580539576328,Most profit on $SPY today! Live alerts were provided throughout this trade.  $CAN $PBTS $TLT $SAVA $ECOR $PHCF $XLV $KWEB $BTU $IDEX $COG $MGM $AR $FNGD $VZ $XLU $KO $RIDE $GE $LYG $TIGR $JETS $TMC $NKE $HAL $CSCO https://t.co/e5WUgs6OE7
1,CSCO,1452676200527118337,RT @TheChosen1e: 🔥 #StockAlert 📢 #LCLP ~ Life Clips Subsidiary Cognitive Apps To Benefit From Apple's iPhone Features to Help Detect Depres…
2,CSCO,1452676074622570507,"🔥 #StockAlert 📢 #LCLP ~ Life Clips Subsidiary Cognitive Apps To Benefit From Apple's iPhone Features to Help Detect Depression, Cognitive Decline 👉 https://t.co/8kBiMLmiba  💯 @TENAssociates   $CHKP $CSCO $CTXS $CTSH $CSC $DVMT $DOV $DST $ATVI $EA $MU $PYPL $SIRI  $SCHW $HD https://t.co/GGpPbcCHp1"
3,CSCO,1452671913038426120,"RT @Gartner_inc: The Gartner Supply Chain Top 25 spotlights an impressive lineup of leaders, including a diverse set of 4 new entrants and…"
4,CSCO,1452670346423848968,RT @RyanRozbiani: FOLKS A REMINDER that im in the @KingStTrading discord. Tag me with any questions.  Here are some recent plays  CMCSA 55P…
5,CSCO,1452665418401861639,"RT @Gartner_inc: The Gartner Supply Chain Top 25 spotlights an impressive lineup of leaders, including a diverse set of 4 new entrants and…"
6,CSCO,1452661867722203143,📌Discord     Best stock traders group out there! updates + Chatroom +analysis 📈📊⏳  $BIDU $SAVE $WORK $T $AAPL $C $MSFT $SPY $FB $CHWY $PTON $DIS $F $ADBE $CSCO $JPM $CCL $MGM $IWM $HD $V $TWTR $XLE $XOM $AMD $ZI $Z $BA $DOW $NET $PROP $OSTK  $QCOM $CMG https://t.co/NPu3c3QvEe
7,CSCO,1452658112054247425,"@BroncoGuy87 @waitbutwhy I added a tweet, about them tripling the size of the Supercharger network.  Still believe this will be the CSCO of this decade."
8,CSCO,1452656140236607489,"RT @Gartner_inc: The Gartner Supply Chain Top 25 spotlights an impressive lineup of leaders, including a diverse set of 4 new entrants and…"
9,CSCO,1452653532453220355,@TD_Investor $CSCO with $74.74 on Wednesday.  Slow week.
10,CSCO,1452652074412519430,#IN We’re #GartnerLive from #GartnerSC. Tune in to watch the Opening Keynote from Gartner Supply Chain Symposium/Xpo Americas with the rest of our CSCO &amp; #SupplyChain executive attendees. @Gartner_SC https://t.co/iEebw3yavS
11,CSCO,1452652072340533262,"#IN The Gartner Supply Chain Top 25 spotlights an impressive lineup of leaders, including a diverse set of 4 new entrants and new supply chain best practices to share. See what sets these top organizations apart 👀 https://t.co/4MDFfFUTKM #GartnerSC #CSCO https://t.co/Mg0oUsYpaC"
12,CSCO,1452651586744983559,RT @Gartner_inc: We’re #GartnerLive from #GartnerSC. Tune in to watch the Opening Keynote from Gartner Supply Chain Symposium/Xpo Americas…
13,CSCO,1452651565161107458,RT @Gartner_inc: We’re #GartnerLive from #GartnerSC. Tune in to watch the Opening Keynote from Gartner Supply Chain Symposium/Xpo Americas…
14,CSCO,1452651273556160515,We’re #GartnerLive from #GartnerSC. Tune in to watch the Opening Keynote from Gartner Supply Chain Symposium/Xpo Americas with the rest of our CSCO &amp; #SupplyChain executive attendees. @Gartner_SC https://t.co/pMLUBJDNt4
15,CSCO,1452651210377506822,"The Gartner Supply Chain Top 25 spotlights an impressive lineup of leaders, including a diverse set of 4 new entrants and new supply chain best practices to share. See what sets these top organizations apart 👀 https://t.co/EB9b7ssJya #GartnerSC #CSCO https://t.co/OeNjlwwk6n"
16,CSCO,1452651208200568841,"Supply chain leaders: Are you looking for latest insights, research highlights and news about upcoming webinars sent directly to your inbox?   Subscribe to our biweekly newsletter to start receiving strategic supply chain content ✉ https://t.co/q1QJQ1IbwI #GartnerSC #CSCO https://t.co/HfkGAWYCCS"
17,CSCO,1452650532208877572,🎣🎣 CSCO Put Lotto🎱 $CSCO #CSCO 🐟🐠 https://t.co/M1h2r5FU1m
18,CSCO,1452649864471453697,Top 5 stocks:  $XOM $CVX $AVGO $BEN $IPG  Bottom 5 stocks (smallest first):  $VIAC $ABBV $HBI $CCI $CSCO  Top 5 cryptos:  Solana Algo Cosmos Ethereum Skale
19,CSCO,1452649641405665288,👉 #LCLP #StockAlert @TENAssociates  📢 $LCLP Life Clips Subsidiary Belfrics Goes Live Offering Crypto Derivatives and Leveraged Forex Instruments On Its Platform https://t.co/lQPuQvA9MX  👉 @TENAssociates  $ADSK $AVGO $BABA  $CDNS $CAVM $CERN $PCLN  $NFLX $CHTR $FOXA $CHKP $CSCO https://t.co/aKVprptgVr
20,CSCO,1452647226107379712,RT @cccwfmp: What a great opening to WFMP 2021 Virtual Conference. Thanks to Speakers Sponsors Committee Celebrate Catholic Education Toget…
