,target,id,text
0,CSCO,1450883268362993668,"RT @CNBCTheExchange: David Katz, CIO of Matrix Asset Advisors, thinks inflation will stabilize under 3.5% and stocks can rise next year. Ev…"
1,CSCO,1450883200360853509,#CSCO analysis on @TradingView: https://t.co/9CCH7rhoGz -- rs...
2,CSCO,1450881731687419907,CLOV 🚀CLOVERHEALTH is a millionaire maker stock! Google it. GREAT GROWTH. ITS SPIKING NOW. SHORTS MIN PT IS $10. READ!  Love all the following stocks.👇 IGR $CSCO $BAR $OXY $MKD $AFRM $ERIC $GOLD $SWN $BKR $SDS $GRNQ $LQD $KTRA $TLT $MPLN $OPEN $OCGN $PINS $CHPT $TWTR $VIPS https://t.co/y57DkeYGhh
3,CSCO,1450881179708764160,"RT @CNBCTheExchange: David Katz, CIO of Matrix Asset Advisors, thinks inflation will stabilize under 3.5% and stocks can rise next year. Ev…"
4,CSCO,1450880872694128649,"RT @CNBCTheExchange: David Katz, CIO of Matrix Asset Advisors, thinks inflation will stabilize under 3.5% and stocks can rise next year. Ev…"
5,CSCO,1450880494258823169,"David Katz, CIO of Matrix Asset Advisors, thinks inflation will stabilize under 3.5% and stocks can rise next year. Even though this earnings season won't look as good as last, he likes @BDandCo, @Cisco , @ViacomCBS, @Verizon and @MandT_Bank.  $BDX $CSCO $VIAC $VZ $MTB https://t.co/Qfz7GDBijz"
6,CSCO,1450880081367240706,"$CSCO Real price will come out soon; Follow price targets:, https://t.co/uPmYz0bwXK"
7,CSCO,1450879710590812169,"RT @BreanaDare: $XLF $SPY $CHWY $ADBE $CSCO ""Not only do you get alerts from top traders at Xtrades-net, but you can alert your own trades,…"
8,CSCO,1450878368463921153,Some of the stocks we focused on the past 2 weeks. $PFE $CSCO $T $VZ $BKSY $RBLX All on the upswing and in profits. Time to sit back and watch the money pile up.
9,CSCO,1450877162437890061,$CSCO Max Pain=55.00. Maturity=10/22/2021. #maxpain #options https://t.co/uYYbsKYXAe https://t.co/mDqaYCkgTZ
10,CSCO,1450876972993712137,"$XLF $SPY $CHWY $ADBE $CSCO ""Not only do you get alerts from top traders at Xtrades-net, but you can alert your own trades, have the bot our record it, and see how your results compare."" Visit now and enjoy 20 days free trial, Try just one time"" ""https://t.co/niDGa40hb1 https://t.co/4sQY786ie8"
11,CSCO,1450876972737859584,"$XLRE $CSCO $RF $T $AAPL Hey,Using the most advanced Simulated Trading Platform available, investors learn how to trade and invest without risking actual money.Join Now and make huge profits : https://t.co/KUdT2VOX9c https://t.co/0oKE2XjpND"
12,CSCO,1450872244859662340,Small hits nothing too big. I'm on vacation so these were placeholders to keep the account moving while I'm not watching. Balance at $2500. #100to900k $VZ $JNJ $CSCO $AMGN $QCOM $INTC https://t.co/Ph8BHqG8gA
13,CSCO,1450866714397184000,To the enhance your experience in trading and get instant help click here To get 30% off type SAVE  $BA $BB $BABA $LUV $KSS  $SPG $RY $KO $STORE $SNAP $CSCO $UBER $TXN $NIO $IFF $PLAN $MRO $XOG $PACD $APA $CHAP $DNR $XOM $CDEV $INPX $ENOB $GUSH $RCL $TELL $ENSV  $AXAS $FET $RYCEF https://t.co/KGEucfKZiM
14,CSCO,1450853677401530377,out of $CSCO @ 0.58 ; 26% !! #OptionsTrading https://t.co/hYFHE7DyE9
15,CSCO,1450848804111101958,12 Stocks breaking through resistance this morning  $CSCO $LLY $CI $HUM $NEE $AON $RTX $SBUX $PLD $ANTM $COF $SO  Which EXAMPLES will hold above resistance?  Follow stocks on 1m 1d #thinkorswim charts with this link: https://t.co/i7eVdRZmwI #Breakouts Not a recommendation https://t.co/hoJP02bwwb
16,CSCO,1450848467140681732,RT @aurelian_axinte: Using VIX In A Stock Portfolio https://t.co/AGuvFxjorG $PFE $JPM $AMD $FCX $CHK $GE $SIRI $WFC $CSCO $C $F $INTC $MSFT…
