,target,label,score,type
0,CSCO,neutral,0.9998695850372314,tweet
1,CSCO,neutral,0.9998679161071777,tweet
2,CSCO,neutral,0.9998849630355835,tweet
3,CSCO,neutral,0.9998776912689209,tweet
4,CSCO,neutral,0.99986732006073,tweet
5,CSCO,neutral,0.9919712543487549,tweet
6,CSCO,neutral,0.9968926906585693,tweet
7,CSCO,neutral,0.9919712543487549,tweet
8,CSCO,neutral,0.9998388290405273,tweet
9,CSCO,neutral,0.9998202919960022,tweet
10,CSCO,positive,0.9987615346908569,tweet
11,CSCO,neutral,0.999884843826294,tweet
12,CSCO,neutral,0.9998408555984497,tweet
13,CSCO,neutral,0.9998338222503662,tweet
14,CSCO,neutral,0.9995771050453186,tweet
15,CSCO,neutral,0.9995747208595276,tweet
16,CSCO,neutral,0.9998838901519775,tweet
17,CSCO,neutral,0.9998373985290527,tweet
18,CSCO,neutral,0.9998898506164551,tweet
19,CSCO,neutral,0.9998883008956909,tweet
20,CSCO,neutral,0.9995924830436707,tweet
21,CSCO,neutral,0.9998588562011719,tweet
22,CSCO,neutral,0.9993972778320312,tweet
23,CSCO,neutral,0.9998843669891357,tweet
24,CSCO,neutral,0.9998906850814819,tweet
25,CSCO,positive,0.983799934387207,tweet
26,CSCO,neutral,0.9975690245628357,tweet
27,CSCO,neutral,0.9992918968200684,tweet
28,CSCO,neutral,0.9993576407432556,tweet
29,FAST,neutral,0.9997542500495911,tweet
30,FAST,neutral,0.999535083770752,tweet
31,FAST,neutral,0.9994680285453796,tweet
32,FAST,positive,0.6046201586723328,tweet
33,FAST,neutral,0.9989708662033081,tweet
34,FAST,neutral,0.9998268485069275,tweet
35,FAST,negative,0.622378408908844,tweet
36,FAST,neutral,0.9998074173927307,tweet
37,FAST,positive,0.8431141376495361,tweet
38,FAST,positive,0.9990307092666626,tweet
39,FAST,positive,0.5724829435348511,tweet
40,FAST,neutral,0.9978898167610168,tweet
41,FAST,neutral,0.999219536781311,tweet
42,FAST,neutral,0.99934321641922,tweet
43,FAST,positive,0.9887869954109192,tweet
44,FAST,neutral,0.9770605564117432,tweet
45,FAST,positive,0.9291927218437195,tweet
46,FAST,neutral,0.8169561624526978,tweet
47,FAST,neutral,0.9998664855957031,tweet
48,FAST,neutral,0.999843955039978,tweet
49,FAST,neutral,0.9998409748077393,tweet
50,FAST,positive,0.9740978479385376,tweet
51,FAST,neutral,0.9997791647911072,tweet
52,FAST,positive,0.7002382278442383,tweet
53,FAST,neutral,0.999515175819397,tweet
54,FAST,neutral,0.9990848302841187,tweet
55,FAST,neutral,0.9028794765472412,tweet
56,FAST,neutral,0.9630103707313538,tweet
57,FAST,neutral,0.999670147895813,tweet
58,FAST,positive,0.9993708729743958,tweet
59,FAST,neutral,0.9998739957809448,tweet
60,FAST,neutral,0.999853253364563,tweet
61,FAST,positive,0.9897762537002563,tweet
62,FAST,neutral,0.9983828067779541,tweet
63,FAST,neutral,0.9997943043708801,tweet
64,FAST,negative,0.9969218373298645,tweet
65,FAST,neutral,0.9996896982192993,tweet
66,FAST,neutral,0.998053789138794,tweet
67,FAST,positive,0.5987902283668518,tweet
68,FAST,positive,0.995139479637146,tweet
69,FAST,neutral,0.9549952149391174,tweet
70,FAST,neutral,0.9997954964637756,tweet
71,FAST,positive,0.9985862970352173,tweet
72,FAST,neutral,0.9997462630271912,tweet
73,FAST,neutral,0.999504566192627,tweet
74,FAST,neutral,0.9994269609451294,tweet
75,FAST,neutral,0.9997958540916443,tweet
76,FAST,positive,0.8432603478431702,tweet
77,FAST,neutral,0.9998437166213989,tweet
78,FAST,neutral,0.9961727261543274,tweet
79,FAST,neutral,0.9998261332511902,tweet
80,FAST,positive,0.7002382278442383,tweet
81,FAST,neutral,0.9963963627815247,tweet
82,FAST,positive,0.9977971315383911,tweet
83,FAST,neutral,0.9986444115638733,tweet
84,FAST,neutral,0.999883770942688,tweet
85,FAST,positive,0.960121750831604,tweet
86,FAST,neutral,0.9997709393501282,tweet
87,FAST,negative,0.5704996585845947,tweet
88,FAST,neutral,0.9998643398284912,tweet
89,FAST,neutral,0.9995781779289246,tweet
90,FAST,neutral,0.8287554383277893,tweet
91,FAST,neutral,0.5593046545982361,tweet
92,FAST,positive,0.8261919021606445,tweet
93,FAST,neutral,0.9998675584793091,tweet
94,FAST,neutral,0.9998918771743774,tweet
95,FAST,positive,0.991859495639801,tweet
96,FAST,positive,0.9990968704223633,tweet
97,FAST,neutral,0.9629473686218262,tweet
98,FAST,neutral,0.9998342990875244,tweet
99,FAST,neutral,0.699859082698822,tweet
100,FAST,neutral,0.9997943043708801,tweet
101,FAST,neutral,0.9997934699058533,tweet
102,FAST,neutral,0.9997994303703308,tweet
103,FAST,positive,0.99347323179245,tweet
104,FAST,positive,0.991859495639801,tweet
105,FAST,positive,0.9907365441322327,tweet
106,FAST,neutral,0.999848484992981,tweet
107,FAST,neutral,0.9997943043708801,tweet
108,FAST,neutral,0.9997003078460693,tweet
109,FAST,positive,0.9979288578033447,tweet
110,FAST,negative,0.9969218373298645,tweet
111,FAST,neutral,0.9998403787612915,tweet
112,FAST,neutral,0.7851071953773499,tweet
113,FAST,negative,0.9969218373298645,tweet
114,FAST,positive,0.9069609642028809,tweet
115,FAST,neutral,0.9997208714485168,tweet
116,FAST,neutral,0.9895126223564148,tweet
117,FAST,positive,0.5086435675621033,tweet
118,FAST,neutral,0.9997462630271912,tweet
119,FAST,neutral,0.8727531433105469,tweet
120,FAST,positive,0.7002382278442383,tweet
121,FAST,neutral,0.9992085099220276,tweet
