,target,id,text
0,CSCO,1453690009060614151,Cisco | $CSCO  Csco showing a bearflag  Long or short it with BTC on Trade8: https://t.co/lgFoWDGmPn https://t.co/nyf2JlNfpr
1,CSCO,1453687082757632000,This morning...  $CSCO paid me not to work for them  Be an investor  Not an employee  #dividends
2,CSCO,1453685477886730253,"$ADBE $CSCO $JPM $CCL $MGM ""Not only do you get alerts from top traders at Xtrades-net, but you can alert your own trades, have the bot our record it, and see how your results compare."" Visit now and enjoy 20 days free trial, Try just one time"" ""https://t.co/TyZx8t1OKX https://t.co/SNkB9gcdfs"
3,CSCO,1453683980830576640,RT @AlertTrade: Trading Ideas: Csco showing a bearflag https://t.co/vrs8Jb6Dy0 📈 FREE trade-of-week via ⟶ https://t.co/BCEHq7Ce2N https://t…
4,CSCO,1453682489726144514,Trading Ideas: Csco showing a bearflag https://t.co/vrs8Jb6Dy0 📈 FREE trade-of-week via ⟶ https://t.co/BCEHq7Ce2N https://t.co/5qbu7jwu9p
5,CSCO,1453679687595552771,"#SupplyChain Visibility is blocked by lines of #business, #database and #partner silos.  These silos have driven #collaboration into disjointed processes. This adds risk and wastage.  #DigitalTransformation #CSCO #InfoSec #CISO #IT #SCM #ERP #Cloud #B2B https://t.co/fGgeCl9xcL"
6,CSCO,1453668015963181061,"$CSCO Real price will come out soon, hit price targets! .,...      https://t.co/8KrO7Pahcu"
7,CSCO,1453662165357895688,"Don't very (~490) folks, we (~10) have your back!  $MSFT $GOOGL $AMZN $TSLA $HD $COST $CSCO $CRM $AAPL $KO https://t.co/dQGAyTfXeQ"
8,CSCO,1453661186864517120,"$csco Real price will come out soon, hit price targets! .,...      https://t.co/8KrO7Pahcu"
9,CSCO,1453655649469009924,"Don't very (~490) folks, we (~10) have your back! $MSFT $GOOGL $AMZN $TSLA $HD $COST $CSCO $CRM $AAPL $KO https://t.co/dVfTtfWGXj"
10,CSCO,1453647767801237508,csco's gonna be so happy if he knows that slly likes him 😂
11,CSCO,1453639158254080005,RT @Aleksandaraz: 20 day new high 10/27 $MSFT $GOOGL $GOOG $UNH $HD $ASML $CRM $TMO $CSCO $KO $LLY $ABT $AVGO $RDS-A $AZN $RDS-B $NEE $INTU…
12,CSCO,1453627800074821634,"RT @SquawkCNBC: ""Today we are announcing initial hologram support,"" says @ChuckRobbins on @Webex developments. ""We are announcing interoper…"
13,CSCO,1453620222917758979,RT @knox_ridley: How many bubbles have to pop before it's not a bubble? $BTC has seen 3 major busts with drawdowns greater than 80%. Each t…
14,CSCO,1453608050766405633,$CSCO Waiting for buy signal https://t.co/cHOF4URXXj https://t.co/2N0E4YSVxZ
15,CSCO,1453604923640328194,RT @CanadaSands: Precious Metals prices during #HyperInflation and #BorderCrisis in #Canada #US #Greece #Europe #Australia   1 oz #Silver $…
16,CSCO,1453602614772387845,"$CSCO  Real price will come out soon!! For a limited time, we are opening our trading chatroom to the public. Come learn and make huge profits with us,,.https://t.co/CJvbvJApfH"
17,CSCO,1453600755001163777,20 day new high 10/27 $MSFT $GOOGL $GOOG $UNH $HD $ASML $CRM $TMO $CSCO $KO $LLY $ABT $AVGO $RDS-A $AZN $RDS-B $NEE $INTU $LIN $LOW
18,CSCO,1453589088733302784,"$CSCO         REAL PRICE” will come out soon!  For a limited time, we are opening our trading chatroom to the public;!!   https://t.co/ITrcglWyGE"
19,CSCO,1453587300126892036,If your interested in $DOW $MMM $WBA $HON $CSCO $LVS  Check out the @Just2Traders Watchlist that I helped create 😊 in our free community 👇   https://t.co/UL1FLhksCR  Tomorrow I’ll be trading in the community and I’ll See you all tomorrow in the live chat 😊   Good night Sharks
20,CSCO,1453581953119174658,RT @Dividend_Dollar: Earn yourself MONTHLY dividend income with these stocks  $MO $LOW $HD $KO $SBUX $MSFT $STOR $AAPL $MMM $CSCO $PG $AVGO…
21,CSCO,1453581078195625986,"$TSLA PT Dec $2K 🚀. URGENT!! @elonmusk please 🍆 Short sellers, they HAVE entered #Tesla thinking stock will fall.  $BHAT $PINS $CCL $OXY $TRKA $X $FCX $FISV $GRNQ $EWZ $PYPL $SIRI $SLV $NLY $BMY $HYG $EFA $SDS $EDU $INFY $SOFI $VIAC $RDS-A $MQ $MRO $ZNGA $IEMG $LUMN $CSCO https://t.co/8aDchKuFIs"
22,CSCO,1453573234280972292,"$CSCO   Real price will come out soon,  For a limited time, we are opening our trading chatroom to the public. Come learn and make huge profits with us.,.  https://t.co/FiSgP0XM6S"
