,target,label,score,type
0,CSCO,neutral,0.9998838901519775,tweet
1,CSCO,neutral,0.9998455047607422,tweet
2,CSCO,positive,0.99965500831604,tweet
3,CSCO,positive,0.9994598031044006,tweet
4,CSCO,positive,0.9993587136268616,tweet
5,CSCO,neutral,0.9995595812797546,tweet
6,CSCO,neutral,0.9998952150344849,tweet
7,CSCO,negative,0.6856277585029602,tweet
8,CSCO,neutral,0.9998952150344849,tweet
9,CSCO,negative,0.997461199760437,tweet
10,CSCO,neutral,0.9998904466629028,tweet
11,CSCO,neutral,0.9998835325241089,tweet
12,CSCO,neutral,0.9998229146003723,tweet
13,CSCO,neutral,0.999829888343811,tweet
14,CSCO,neutral,0.9998445510864258,tweet
15,CSCO,neutral,0.9993329644203186,tweet
16,CSCO,neutral,0.9998952150344849,tweet
17,CSCO,positive,0.9989868998527527,tweet
18,CSCO,positive,0.9988031387329102,tweet
19,CSCO,positive,0.9447386860847473,tweet
20,CSCO,neutral,0.9997029900550842,tweet
21,CSCO,neutral,0.9998903274536133,tweet
22,CSCO,neutral,0.9998952150344849,tweet
23,CSCO,neutral,0.9998952150344849,tweet
24,CSCO,neutral,0.9998894929885864,tweet
25,CSCO,neutral,0.9998903274536133,tweet
26,CSCO,neutral,0.9998621940612793,tweet
27,CSCO,neutral,0.9998761415481567,tweet
28,CSCO,neutral,0.9998952150344849,tweet
29,CSCO,neutral,0.9998952150344849,tweet
30,CSCO,neutral,0.999886155128479,tweet
31,CSCO,positive,0.9996522665023804,tweet
32,CSCO,neutral,0.9998749494552612,tweet
33,CSCO,neutral,0.99986732006073,tweet
34,CSCO,neutral,0.9998624324798584,tweet
35,CSCO,neutral,0.999879002571106,tweet
36,CSCO,neutral,0.9998800754547119,tweet
37,CSCO,positive,0.9854938983917236,tweet
38,CSCO,neutral,0.9998530149459839,tweet
39,CSCO,negative,0.9979217648506165,tweet
40,CSCO,positive,0.9996080994606018,tweet
41,CSCO,positive,0.9995964169502258,tweet
42,CSCO,neutral,0.9998599290847778,tweet
43,CSCO,neutral,0.9998348951339722,tweet
44,CSCO,neutral,0.9998123049736023,tweet
45,CSCO,neutral,0.9998657703399658,tweet
46,CSCO,positive,0.9937078952789307,tweet
47,CSCO,positive,0.9976105690002441,tweet
48,CSCO,positive,0.9206249117851257,tweet
49,CSCO,neutral,0.9998695850372314,tweet
50,CSCO,neutral,0.9998948574066162,tweet
51,CSCO,positive,0.9992035031318665,tweet
52,CSCO,neutral,0.9998596906661987,tweet
53,CSCO,positive,0.9974287152290344,tweet
54,CSCO,positive,0.9994012117385864,tweet
55,CSCO,neutral,0.999834418296814,tweet
56,CSCO,positive,0.9206249117851257,tweet
57,CSCO,positive,0.8355210423469543,tweet
58,CSCO,neutral,0.9998389482498169,tweet
59,CSCO,positive,0.8422765135765076,tweet
60,CSCO,neutral,0.9992877840995789,tweet
61,CSCO,neutral,0.9998382329940796,tweet
62,CSCO,neutral,0.9998258948326111,tweet
63,CSCO,neutral,0.9998563528060913,tweet
64,CSCO,neutral,0.9998482465744019,tweet
65,CSCO,neutral,0.9996260404586792,tweet
66,CSCO,neutral,0.999768078327179,tweet
67,CSCO,neutral,0.6627866625785828,tweet
68,CSCO,neutral,0.9998927116394043,tweet
69,CSCO,neutral,0.9998785257339478,tweet
70,CSCO,neutral,0.9998719692230225,tweet
71,CSCO,neutral,0.9998610019683838,tweet
72,CSCO,neutral,0.9998601675033569,tweet
73,CSCO,neutral,0.9998558759689331,tweet
74,CSCO,neutral,0.9998679161071777,tweet
75,CSCO,neutral,0.9451390504837036,tweet
76,CSCO,neutral,0.9998664855957031,tweet
77,CSCO,neutral,0.9998713731765747,tweet
78,CSCO,neutral,0.9998676776885986,tweet
79,CSCO,neutral,0.999861478805542,tweet
80,CSCO,neutral,0.9994683861732483,tweet
81,CSCO,neutral,0.9997401833534241,tweet
82,CSCO,positive,0.9979937076568604,tweet
83,CSCO,neutral,0.9998663663864136,tweet
84,CSCO,neutral,0.9998515844345093,tweet
85,CSCO,neutral,0.9998313188552856,tweet
86,CSCO,neutral,0.9997269511222839,tweet
87,CSCO,positive,0.9995916485786438,tweet
88,CSCO,neutral,0.9998303651809692,tweet
89,CSCO,neutral,0.8777728080749512,tweet
90,CSCO,negative,0.9771808385848999,tweet
91,CSCO,neutral,0.9998632669448853,tweet
92,CSCO,neutral,0.9942552447319031,tweet
93,CSCO,neutral,0.9998376369476318,tweet
94,CSCO,neutral,0.9998857975006104,tweet
95,CSCO,negative,0.7778111696243286,tweet
96,CSCO,neutral,0.9998412132263184,tweet
