,target,label,score,type
0,CSCO,neutral,0.9996397495269775,tweet
1,CSCO,neutral,0.9998875856399536,tweet
2,CSCO,neutral,0.5921996235847473,tweet
3,CSCO,neutral,0.999708354473114,tweet
4,CSCO,positive,0.9947011470794678,tweet
5,CSCO,neutral,0.9998674392700195,tweet
6,CSCO,neutral,0.9998875856399536,tweet
7,CSCO,positive,0.6727955341339111,tweet
8,CSCO,neutral,0.9998875856399536,tweet
9,CSCO,neutral,0.9997933506965637,tweet
10,CSCO,neutral,0.9949365854263306,tweet
11,CSCO,neutral,0.9998875856399536,tweet
12,CSCO,neutral,0.986714780330658,tweet
13,CSCO,positive,0.9995741248130798,tweet
14,CSCO,neutral,0.9998875856399536,tweet
15,CSCO,neutral,0.9998764991760254,tweet
16,CSCO,neutral,0.9998836517333984,tweet
17,CSCO,neutral,0.999861478805542,tweet
18,CSCO,neutral,0.9949365854263306,tweet
19,CSCO,neutral,0.999713122844696,tweet
20,CSCO,positive,0.9992959499359131,tweet
21,CSCO,neutral,0.949152946472168,tweet
22,CSCO,neutral,0.9998008608818054,tweet
23,CSCO,neutral,0.9998602867126465,tweet
24,CSCO,neutral,0.9998764991760254,tweet
25,CSCO,neutral,0.9998698234558105,tweet
26,CSCO,neutral,0.9978076815605164,tweet
27,CSCO,neutral,0.9998764991760254,tweet
28,CSCO,neutral,0.999873161315918,tweet
29,CSCO,neutral,0.9439268708229065,tweet
30,CSCO,neutral,0.9998794794082642,tweet
31,CSCO,neutral,0.9998927116394043,tweet
32,CSCO,neutral,0.999882698059082,tweet
33,CSCO,neutral,0.7555217742919922,tweet
34,CSCO,neutral,0.9998829364776611,tweet
35,CSCO,neutral,0.9998875856399536,tweet
36,CSCO,neutral,0.9978076815605164,tweet
37,CSCO,neutral,0.9996383190155029,tweet
38,CSCO,neutral,0.9998875856399536,tweet
39,CSCO,neutral,0.9969021081924438,tweet
40,CSCO,neutral,0.9998008608818054,tweet
41,CSCO,positive,0.9930315017700195,tweet
42,CSCO,neutral,0.9998842477798462,tweet
43,CSCO,neutral,0.9998875856399536,tweet
44,CSCO,neutral,0.9998725652694702,tweet
45,CSCO,neutral,0.9998875856399536,tweet
46,CSCO,neutral,0.9998818635940552,tweet
47,CSCO,neutral,0.9998875856399536,tweet
48,CSCO,neutral,0.9998465776443481,tweet
49,CSCO,neutral,0.9998822212219238,tweet
50,CSCO,neutral,0.9998875856399536,tweet
51,CSCO,neutral,0.9998537302017212,tweet
52,CSCO,neutral,0.9998875856399536,tweet
53,CSCO,neutral,0.9998875856399536,tweet
54,CSCO,neutral,0.9998412132263184,tweet
55,CSCO,neutral,0.9963041543960571,tweet
56,CSCO,neutral,0.9998875856399536,tweet
57,CSCO,neutral,0.9998875856399536,tweet
58,CSCO,neutral,0.9991388320922852,tweet
59,CSCO,neutral,0.999858021736145,tweet
60,CSCO,neutral,0.9998875856399536,tweet
61,CSCO,neutral,0.9998875856399536,tweet
62,CSCO,neutral,0.9998716115951538,tweet
63,CSCO,neutral,0.9998749494552612,tweet
64,CSCO,neutral,0.9997933506965637,tweet
65,CSCO,neutral,0.9998633861541748,tweet
66,CSCO,neutral,0.9998822212219238,tweet
67,CSCO,neutral,0.9991559982299805,tweet
68,CSCO,positive,0.9019126892089844,tweet
69,CSCO,neutral,0.9994428753852844,tweet
70,CSCO,neutral,0.99988853931427,tweet
71,CSCO,neutral,0.9998831748962402,tweet
72,CSCO,neutral,0.9076095223426819,tweet
73,CSCO,neutral,0.9998829364776611,tweet
74,CSCO,positive,0.9996165037155151,tweet
75,CSCO,neutral,0.9998735189437866,tweet
76,CSCO,neutral,0.9998002648353577,tweet
77,CSCO,negative,0.9083912372589111,tweet
78,CSCO,neutral,0.9998008608818054,tweet
79,CSCO,negative,0.9083912372589111,tweet
80,CSCO,positive,0.999630331993103,tweet
81,CSCO,positive,0.999638557434082,tweet
82,CSCO,neutral,0.9998008608818054,tweet
83,CSCO,neutral,0.9998008608818054,tweet
84,CSCO,neutral,0.9995537400245667,tweet
85,CSCO,neutral,0.9998008608818054,tweet
86,CSCO,neutral,0.99983811378479,tweet
87,CSCO,neutral,0.9998008608818054,tweet
88,CSCO,positive,0.9992961883544922,tweet
89,CSCO,negative,0.9083912372589111,tweet
90,CSCO,neutral,0.9998008608818054,tweet
91,CSCO,neutral,0.9998515844345093,tweet
92,CSCO,neutral,0.9998313188552856,tweet
93,CSCO,positive,0.9913724660873413,tweet
94,CSCO,neutral,0.9998008608818054,tweet
95,CSCO,negative,0.903454065322876,tweet
96,CSCO,positive,0.9980624318122864,tweet
97,CSCO,neutral,0.9998008608818054,tweet
98,CSCO,neutral,0.9998158812522888,tweet
99,CSCO,neutral,0.999565064907074,tweet
100,FAST,neutral,0.9997074007987976,tweet
101,FAST,positive,0.9735727906227112,tweet
102,FAST,neutral,0.999731719493866,tweet
103,FAST,neutral,0.9950293898582458,tweet
104,FAST,positive,0.9946138262748718,tweet
105,FAST,neutral,0.8976084589958191,tweet
106,FAST,neutral,0.9997829794883728,tweet
107,FAST,positive,0.9989687204360962,tweet
108,FAST,positive,0.9264923334121704,tweet
109,FAST,neutral,0.9998793601989746,tweet
110,FAST,neutral,0.9998180270195007,tweet
111,FAST,positive,0.9994350075721741,tweet
112,FAST,neutral,0.9998422861099243,tweet
113,FAST,neutral,0.9998618364334106,tweet
114,FAST,neutral,0.9998868703842163,tweet
115,FAST,positive,0.9994350075721741,tweet
116,FAST,neutral,0.9980819225311279,tweet
117,FAST,neutral,0.8976084589958191,tweet
118,FAST,neutral,0.9998311996459961,tweet
119,FAST,neutral,0.6871777772903442,tweet
120,FAST,negative,0.688838005065918,tweet
121,FAST,neutral,0.9998518228530884,tweet
122,FAST,neutral,0.9953739047050476,tweet
123,FAST,neutral,0.9998370409011841,tweet
124,FAST,neutral,0.8963222503662109,tweet
125,FAST,neutral,0.9998385906219482,tweet
126,FAST,positive,0.9032329320907593,tweet
127,FAST,neutral,0.9996722936630249,tweet
128,FAST,neutral,0.9998496770858765,tweet
129,FAST,neutral,0.9998193383216858,tweet
130,FAST,neutral,0.9984428286552429,tweet
131,FAST,neutral,0.9998006224632263,tweet
132,FAST,neutral,0.8976084589958191,tweet
133,FAST,neutral,0.9998332262039185,tweet
134,FAST,neutral,0.9988528490066528,tweet
135,FAST,neutral,0.9978858828544617,tweet
136,FAST,positive,0.9882384538650513,tweet
137,FAST,neutral,0.9998664855957031,tweet
138,FAST,neutral,0.9997807145118713,tweet
139,FAST,neutral,0.9997984766960144,tweet
140,FAST,neutral,0.9950293898582458,tweet
141,FAST,positive,0.9987232089042664,tweet
142,FAST,neutral,0.9882639646530151,tweet
143,FAST,neutral,0.8976084589958191,tweet
144,FAST,neutral,0.9998468160629272,tweet
145,FAST,neutral,0.9997454285621643,tweet
146,FAST,neutral,0.9998793601989746,tweet
147,FAST,neutral,0.9796271324157715,tweet
148,FAST,neutral,0.9998774528503418,tweet
149,FAST,negative,0.9118446707725525,tweet
150,FAST,neutral,0.9998268485069275,tweet
151,FAST,neutral,0.9997705817222595,tweet
152,FAST,positive,0.8870828747749329,tweet
153,FAST,neutral,0.9998295307159424,tweet
154,FAST,neutral,0.9997074007987976,tweet
155,FAST,neutral,0.9743613600730896,tweet
156,FAST,neutral,0.9997435212135315,tweet
157,FAST,neutral,0.8976084589958191,tweet
158,FAST,positive,0.9994350075721741,tweet
159,FAST,neutral,0.8976084589958191,tweet
160,FAST,neutral,0.9995225667953491,tweet
161,FAST,neutral,0.9998869895935059,tweet
162,FAST,neutral,0.9998515844345093,tweet
163,FAST,neutral,0.9998880624771118,tweet
164,FAST,neutral,0.9534735679626465,tweet
165,FAST,neutral,0.9997405409812927,tweet
166,FAST,neutral,0.994350254535675,tweet
167,FAST,positive,0.9352660775184631,tweet
168,FAST,neutral,0.9997807145118713,tweet
169,FAST,neutral,0.9997003078460693,tweet
